customer_id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_3318,39,technician,married,secondary,no,338,no,no,cellular,18,aug,796,3,0,unknown,0
id_25768,40,blue-collar,married,secondary,no,2156,no,no,cellular,10,jul,835,1,0,unknown,0
id_8197,27,self-employed,single,tertiary,no,209,no,no,cellular,29,jan,997,3,0,unknown,0
id_27983,31,technician,single,tertiary,no,8044,yes,no,cellular,28,aug,786,13,0,unknown,0
id_37283,58,management,married,primary,no,4851,no,no,cellular,7,jul,838,2,0,unknown,0
id_36917,23,technician,married,tertiary,no,3,yes,yes,unknown,13,may,893,2,0,unknown,0
id_31112,48,management,married,tertiary,no,2704,yes,no,telephone,21,jul,824,1,0,unknown,0
id_4872,31,management,married,tertiary,no,1430,no,no,cellular,20,nov,702,3,3,failure,0
id_18267,67,retired,divorced,secondary,no,4185,no,no,cellular,18,oct,735,4,2,success,0
id_42617,29,blue-collar,married,secondary,no,86,yes,yes,unknown,15,may,891,1,0,unknown,0
id_31827,40,admin.,married,secondary,no,2921,yes,no,unknown,15,may,891,2,0,unknown,0
id_35055,46,management,married,tertiary,no,10,yes,no,cellular,25,jul,820,5,0,unknown,0
id_41547,29,technician,single,secondary,no,249,no,no,cellular,13,jan,1013,1,0,unknown,0
id_41122,42,blue-collar,married,secondary,no,2069,yes,no,cellular,11,may,895,4,4,failure,0
id_44304,,management,single,secondary,no,582,yes,no,unknown,16,jun,859,19,0,unknown,0
id_14327,34,entrepreneur,divorced,tertiary,no,778,no,yes,cellular,7,jul,838,3,0,unknown,1
id_443,37,management,married,tertiary,no,1951,no,yes,cellular,23,jul,822,1,0,unknown,0
id_1737,46,blue-collar,married,tertiary,no,1702,no,no,cellular,27,aug,787,7,0,unknown,0
id_39077,29,technician,single,secondary,no,560,yes,no,unknown,30,may,876,3,0,unknown,1
id_10421,36,blue-collar,married,primary,no,450,yes,no,unknown,21,may,885,2,0,unknown,0
id_18904,45,housemaid,married,primary,no,3709,no,no,unknown,17,jun,858,3,0,unknown,0
id_44323,28,self-employed,single,tertiary,no,818,no,no,unknown,13,aug,801,1,0,unknown,1
id_39925,40,blue-collar,married,primary,no,262,yes,no,cellular,8,may,898,1,1,failure,0
id_43273,53,admin.,single,secondary,no,1180,yes,no,telephone,3,feb,992,6,2,failure,0
id_26572,51,management,married,unknown,no,916,yes,no,unknown,29,may,877,3,0,unknown,0
id_22740,51,unemployed,divorced,secondary,no,227,no,no,cellular,24,dec,668,2,0,unknown,1
id_32720,34,admin.,divorced,secondary,no,42,yes,no,unknown,29,may,877,1,0,unknown,0
id_30502,34,blue-collar,single,primary,no,736,yes,no,unknown,16,jun,859,2,0,unknown,0
id_40961,29,blue-collar,married,secondary,no,294,yes,no,unknown,12,may,894,1,0,unknown,0
id_34243,22,management,single,tertiary,no,318,no,yes,cellular,23,jul,822,1,0,unknown,0
id_2529,32,management,married,tertiary,no,98,no,no,cellular,22,aug,792,3,0,unknown,0
id_15412,28,blue-collar,single,secondary,no,5905,yes,no,cellular,18,may,888,2,0,unknown,1
id_14904,50,management,single,tertiary,no,5689,no,no,cellular,31,aug,783,1,3,failure,1
id_17278,34,admin.,married,secondary,no,604,yes,no,cellular,2,feb,993,2,0,unknown,0
id_25663,49,blue-collar,divorced,secondary,no,421,yes,no,unknown,6,may,900,2,0,unknown,0
id_28296,22,self-employed,single,unknown,no,1183,no,no,cellular,24,may,882,2,5,failure,0
id_20910,34,housemaid,married,tertiary,no,-1,no,no,cellular,26,may,880,1,1,failure,0
id_423,27,technician,single,tertiary,no,1069,no,no,cellular,14,dec,678,2,0,unknown,0
id_18743,30,services,single,secondary,no,169,no,no,cellular,1,jun,874,3,2,success,1
id_5978,57,services,single,secondary,no,1427,yes,no,cellular,20,apr,916,6,5,failure,0
id_14393,28,admin.,married,secondary,no,163,no,no,unknown,14,jun,861,1,0,unknown,0
id_15637,29,services,single,secondary,no,481,yes,no,unknown,21,may,885,2,0,unknown,0
id_10717,29,management,married,secondary,no,5288,yes,no,unknown,26,may,880,1,0,unknown,0
id_1306,31,technician,single,secondary,no,794,no,no,telephone,26,aug,788,10,0,unknown,0
id_34667,32,management,single,tertiary,no,2,no,no,cellular,25,aug,789,5,0,unknown,0
id_31094,37,admin.,married,primary,no,461,no,yes,unknown,11,jun,864,2,0,unknown,0
id_23125,27,services,married,secondary,no,383,no,yes,cellular,7,jul,838,2,0,unknown,0
id_35150,34,admin.,single,secondary,no,780,no,no,cellular,20,aug,794,1,0,unknown,0
id_42950,48,management,single,tertiary,no,-5,no,no,cellular,21,aug,793,2,0,unknown,0
id_31178,37,admin.,single,secondary,no,985,yes,no,cellular,15,apr,921,3,5,other,0
id_17131,60,management,married,tertiary,no,3767,yes,no,unknown,18,jun,857,1,0,unknown,0
id_16082,24,admin.,single,secondary,no,-210,no,yes,cellular,16,jul,829,1,0,unknown,0
id_1613,46,management,married,tertiary,no,2,yes,no,unknown,28,may,878,1,0,unknown,0
id_6619,33,services,married,tertiary,no,546,yes,yes,cellular,3,feb,992,2,1,failure,0
id_16051,37,blue-collar,married,primary,no,774,yes,no,unknown,21,may,885,1,0,unknown,0
id_36892,42,technician,married,secondary,no,192,no,no,cellular,21,nov,701,7,0,unknown,0
id_1059,38,management,married,tertiary,no,118,no,no,cellular,13,aug,801,4,0,unknown,0
id_27150,36,management,married,tertiary,no,1907,yes,no,cellular,16,apr,920,1,5,other,0
id_41186,45,blue-collar,married,primary,no,1254,no,yes,cellular,21,aug,793,4,0,unknown,0
id_19496,38,blue-collar,married,primary,no,3,yes,no,unknown,16,jun,859,2,0,unknown,0
id_21088,42,entrepreneur,married,secondary,no,8490,yes,no,cellular,18,nov,704,1,0,unknown,1
id_18099,57,housemaid,married,primary,no,349,no,yes,unknown,17,jun,858,2,0,unknown,0
id_18455,39,blue-collar,married,primary,no,429,no,no,cellular,20,nov,702,2,3,failure,0
id_32691,46,retired,married,secondary,no,259,yes,yes,cellular,17,nov,705,2,0,unknown,0
id_30278,35,blue-collar,single,secondary,no,4966,yes,no,cellular,18,jul,827,1,0,unknown,0
id_5565,48,admin.,married,secondary,no,3478,no,no,cellular,16,apr,920,1,0,unknown,1
id_9122,41,technician,married,secondary,no,-154,yes,no,unknown,29,may,877,3,0,unknown,0
id_36617,39,technician,single,tertiary,no,671,yes,no,unknown,16,jun,859,20,0,unknown,0
id_37513,50,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,774,1,0,unknown,1
id_2380,81,retired,divorced,primary,no,22,no,no,cellular,27,nov,695,3,0,unknown,0
id_40727,42,blue-collar,married,secondary,no,1,yes,no,cellular,17,nov,705,3,0,unknown,0
id_33909,36,blue-collar,single,secondary,no,1167,no,no,unknown,6,jun,869,1,0,unknown,0
id_31050,25,blue-collar,single,secondary,no,1103,yes,,cellular,14,may,892,1,0,unknown,0
id_31037,33,blue-collar,single,secondary,no,7707,yes,yes,unknown,29,may,877,4,0,unknown,0
id_19378,33,admin.,single,secondary,no,504,yes,no,cellular,8,may,898,4,0,unknown,0
id_33037,34,services,single,secondary,no,1481,yes,no,cellular,18,nov,704,2,1,other,0
id_17237,38,technician,married,tertiary,no,1524,no,no,cellular,20,apr,916,1,0,unknown,1
id_33805,27,services,divorced,secondary,no,1012,yes,no,unknown,29,may,877,1,0,unknown,0
id_26247,29,blue-collar,single,primary,no,397,yes,no,cellular,13,may,893,1,0,unknown,1
id_35427,47,student,single,unknown,no,1524,no,no,cellular,8,mar,959,1,0,unknown,1
id_26747,41,blue-collar,married,secondary,no,3309,yes,yes,unknown,26,may,880,6,0,unknown,0
id_16229,24,blue-collar,single,secondary,no,5001,no,yes,cellular,3,apr,933,1,0,unknown,1
id_10233,32,technician,married,secondary,no,654,yes,yes,cellular,18,jul,827,4,0,unknown,0
id_44715,38,blue-collar,married,secondary,no,506,yes,no,cellular,20,apr,916,2,2,failure,0
id_497,33,blue-collar,married,secondary,no,244,yes,no,cellular,22,jul,823,1,0,unknown,0
id_22818,37,management,married,tertiary,no,188,no,no,cellular,10,feb,985,2,2,failure,0
id_4623,37,technician,married,secondary,no,-1,yes,yes,cellular,15,jul,830,3,0,unknown,0
id_39325,57,management,married,primary,no,1138,no,no,unknown,17,jun,858,3,0,unknown,0
id_11440,45,blue-collar,married,primary,no,-1,yes,no,unknown,15,may,891,6,0,unknown,0
id_13993,60,retired,married,primary,no,3,yes,no,cellular,28,jul,817,4,0,unknown,0
id_24067,30,blue-collar,married,secondary,no,-133,yes,no,cellular,18,may,888,1,0,unknown,0
id_847,65,self-employed,married,tertiary,no,-40,no,no,cellular,1,apr,935,2,0,unknown,1
id_22883,37,services,divorced,unknown,no,437,yes,no,telephone,24,jul,821,6,0,unknown,0
id_40932,28,management,single,tertiary,no,56,no,,cellular,21,aug,793,1,0,unknown,0
id_5834,39,management,married,tertiary,no,8,yes,no,cellular,15,may,891,8,0,unknown,0
id_32341,30,student,single,tertiary,no,3733,yes,no,cellular,21,aug,793,5,7,success,0
id_23443,38,blue-collar,single,tertiary,no,3651,yes,no,cellular,15,apr,921,2,4,failure,0
id_26751,30,management,single,tertiary,no,2,yes,no,cellular,13,may,893,1,1,failure,0
id_37797,38,blue-collar,married,secondary,no,-4,yes,no,cellular,8,may,898,1,0,unknown,0
id_9905,37,management,married,tertiary,no,2,yes,no,unknown,29,may,877,2,0,unknown,0
id_14639,52,retired,married,primary,no,2,yes,no,cellular,6,aug,808,4,0,unknown,0
id_28361,61,retired,single,secondary,no,2304,no,yes,telephone,30,jul,815,2,0,unknown,0
id_37722,57,housemaid,married,unknown,no,10286,no,no,unknown,6,jun,869,2,0,unknown,0
id_43451,61,blue-collar,married,primary,no,-214,no,no,telephone,30,jul,815,3,0,unknown,0
id_41230,52,blue-collar,married,primary,no,32,yes,no,unknown,2,jun,873,8,0,unknown,0
id_34109,36,technician,divorced,tertiary,no,4514,yes,no,cellular,19,nov,703,2,0,unknown,0
id_16119,41,blue-collar,divorced,secondary,no,-2,no,no,cellular,12,aug,802,2,0,unknown,0
id_40184,60,management,married,tertiary,no,328,yes,no,unknown,20,may,886,5,0,unknown,0
id_44251,33,management,single,tertiary,no,2941,no,no,cellular,18,aug,796,8,0,unknown,1
id_40577,42,technician,married,tertiary,no,-4,no,no,cellular,4,aug,810,2,0,unknown,1
id_25881,34,blue-collar,divorced,secondary,yes,-15,no,yes,unknown,20,jun,855,4,0,unknown,0
id_20033,60,unknown,married,unknown,no,1504,no,no,cellular,16,nov,706,1,2,failure,0
id_9026,59,retired,married,tertiary,no,2262,no,no,unknown,9,jun,866,1,0,unknown,0
id_35831,57,technician,divorced,secondary,yes,8,no,no,cellular,28,jan,998,1,0,unknown,1
id_10925,32,management,single,tertiary,no,4639,no,no,cellular,29,jan,997,1,0,unknown,0
id_29747,63,retired,married,primary,no,1083,no,no,cellular,14,oct,739,1,1,success,0
id_25644,42,management,single,tertiary,yes,132,yes,yes,cellular,18,nov,704,1,0,unknown,0
id_12878,45,technician,divorced,unknown,yes,-24,no,yes,unknown,3,jul,842,3,0,unknown,0
id_31844,33,technician,married,tertiary,no,2725,no,no,cellular,5,aug,809,2,0,unknown,0
id_41940,44,blue-collar,married,secondary,no,503,yes,no,cellular,17,nov,705,1,0,unknown,0
id_32560,43,technician,married,secondary,no,4792,yes,no,unknown,30,may,876,2,0,unknown,0
id_17212,24,technician,married,secondary,no,560,yes,no,cellular,6,nov,716,2,2,success,1
id_18957,38,unemployed,married,primary,no,3046,yes,no,cellular,20,nov,702,4,0,unknown,0
id_14224,37,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,991,2,0,unknown,1
id_36794,34,blue-collar,single,secondary,no,-318,yes,no,cellular,17,apr,919,3,1,other,0
id_1632,27,services,married,secondary,no,491,yes,no,cellular,14,apr,922,3,0,unknown,0
id_30557,29,admin.,married,secondary,no,343,yes,no,unknown,29,may,877,1,0,unknown,0
id_7750,41,technician,single,tertiary,no,-4,no,no,cellular,27,aug,787,4,0,unknown,0
id_37959,41,technician,married,secondary,no,1716,yes,no,cellular,12,aug,802,8,0,unknown,0
id_20455,52,blue-collar,married,primary,no,-2,no,no,cellular,21,aug,793,1,0,unknown,0
id_4000,38,blue-collar,married,primary,no,8322,yes,no,unknown,27,may,879,4,0,unknown,0
id_43409,37,blue-collar,married,primary,no,1009,no,no,cellular,30,jul,815,4,0,unknown,0
id_13314,36,services,single,secondary,no,201,yes,no,unknown,27,may,879,5,0,unknown,0
id_45030,,retired,married,secondary,no,1226,no,no,cellular,6,aug,808,4,0,unknown,0
id_17778,36,services,married,secondary,no,-4,no,yes,unknown,2,jul,843,4,0,unknown,0
id_10406,47,unknown,married,primary,no,40,no,no,unknown,11,jun,864,1,0,unknown,0
id_32600,40,entrepreneur,married,tertiary,yes,-3,no,no,unknown,19,jun,856,4,0,unknown,1
id_43685,32,admin.,married,secondary,no,551,yes,no,cellular,6,may,900,2,0,unknown,0
id_11509,45,housemaid,married,primary,no,3,no,yes,cellular,17,nov,705,1,2,failure,0
id_5550,57,technician,married,tertiary,no,4039,yes,no,cellular,7,aug,807,4,0,unknown,0
id_22181,52,management,married,primary,no,624,no,yes,cellular,9,jul,836,1,0,unknown,0
id_27820,55,admin.,married,unknown,no,676,no,no,cellular,13,aug,801,2,0,unknown,0
id_8813,30,technician,single,secondary,no,79,yes,no,cellular,7,may,899,1,0,unknown,0
id_23432,41,self-employed,married,secondary,no,913,yes,no,unknown,6,may,900,1,0,unknown,0
id_37026,39,unemployed,married,secondary,no,921,no,no,unknown,17,jun,858,5,0,unknown,0
id_36528,32,self-employed,married,tertiary,no,91,no,no,cellular,22,aug,792,2,0,unknown,1
id_1191,33,blue-collar,single,tertiary,no,327,yes,no,cellular,14,may,892,1,1,failure,0
id_3957,41,technician,married,tertiary,no,6672,yes,no,cellular,21,nov,701,4,0,unknown,0
id_25351,32,technician,divorced,secondary,no,50,no,no,cellular,22,aug,792,2,0,unknown,0
id_32008,59,entrepreneur,married,tertiary,no,1159,yes,no,unknown,15,may,891,1,0,unknown,0
id_1016,34,management,single,tertiary,no,76,no,yes,cellular,8,aug,806,11,0,unknown,0
id_42678,32,technician,single,secondary,no,358,yes,no,unknown,16,jun,859,8,0,unknown,0
id_17070,46,admin.,married,secondary,no,2148,no,no,cellular,2,feb,993,1,0,unknown,0
id_42364,53,blue-collar,married,primary,no,128,no,no,unknown,23,may,883,4,0,unknown,0
id_30500,57,retired,single,secondary,no,5301,no,no,unknown,12,jun,863,1,0,unknown,0
id_1507,40,housemaid,married,secondary,no,1054,no,no,cellular,12,aug,802,2,0,unknown,0
id_11931,79,retired,married,primary,no,2950,no,no,cellular,25,sep,758,1,0,unknown,0
id_20783,58,management,divorced,tertiary,no,1256,no,no,cellular,5,aug,809,1,0,unknown,1
id_43191,28,management,single,tertiary,no,-1,no,no,cellular,25,aug,789,6,0,unknown,0
id_30700,58,services,married,secondary,no,-25,yes,no,unknown,26,may,880,3,0,unknown,1
id_3941,43,blue-collar,married,primary,no,810,yes,no,cellular,19,nov,703,1,0,unknown,1
id_31675,42,management,married,tertiary,no,13041,no,no,cellular,18,aug,796,4,0,unknown,0
id_8322,34,management,married,tertiary,no,626,no,no,cellular,2,feb,993,1,0,unknown,1
id_23401,65,retired,married,tertiary,no,2141,no,no,cellular,13,jan,1013,1,2,failure,0
id_28785,31,admin.,married,secondary,no,-5,yes,no,cellular,10,feb,985,1,1,failure,0
id_44440,20,student,single,secondary,no,231,yes,no,cellular,18,may,888,5,7,other,0
id_18365,46,blue-collar,married,secondary,no,387,yes,no,telephone,28,jul,817,18,0,unknown,0
id_14913,35,management,married,tertiary,no,656,no,no,cellular,3,feb,992,3,0,unknown,0
id_5411,25,blue-collar,married,secondary,no,356,yes,no,cellular,8,apr,928,3,4,other,0
id_22968,29,blue-collar,married,secondary,no,1980,yes,no,cellular,16,apr,920,1,2,failure,0
id_42654,39,technician,married,secondary,yes,-1,no,yes,cellular,31,jul,814,28,0,unknown,0
id_41111,58,retired,married,tertiary,no,4048,no,yes,cellular,15,jul,830,5,0,unknown,0
id_7318,30,admin.,married,tertiary,no,611,yes,,unknown,27,may,879,6,0,unknown,0
id_36906,37,technician,married,secondary,no,1360,yes,yes,cellular,20,apr,916,2,0,unknown,0
id_21549,55,retired,married,secondary,no,3542,yes,no,unknown,14,may,892,2,0,unknown,0
id_33458,24,student,single,tertiary,no,245,yes,no,cellular,11,may,895,2,1,other,0
id_7091,39,blue-collar,married,primary,no,-318,yes,yes,unknown,6,may,900,1,0,unknown,0
id_15356,56,blue-collar,married,primary,no,10661,no,no,unknown,19,jun,856,1,0,unknown,0
id_25624,51,services,single,unknown,no,418,no,no,cellular,8,jul,837,2,0,unknown,0
id_40644,31,technician,married,secondary,no,263,yes,no,cellular,22,aug,792,2,0,unknown,0
id_17763,38,technician,married,secondary,no,141,yes,yes,cellular,5,feb,990,2,0,unknown,0
id_11528,,services,single,tertiary,no,-4,no,no,cellular,4,feb,991,2,0,unknown,0
id_37218,55,blue-collar,married,primary,no,513,no,no,cellular,5,aug,809,2,0,unknown,1
id_7755,58,retired,divorced,primary,no,681,no,yes,unknown,18,jun,857,7,0,unknown,0
id_7382,56,blue-collar,married,secondary,no,33,yes,yes,cellular,14,jul,831,3,0,unknown,0
id_998,33,student,single,unknown,no,5822,no,no,cellular,17,nov,705,2,0,unknown,0
id_6081,58,retired,married,tertiary,no,3632,no,no,unknown,16,jun,859,2,0,unknown,0
id_3076,73,retired,married,secondary,no,930,no,no,cellular,5,may,901,1,2,failure,1
id_14117,33,management,single,tertiary,no,3285,no,no,cellular,2,feb,993,1,1,failure,1
id_34141,57,management,married,secondary,no,236,yes,no,cellular,19,nov,703,1,0,unknown,0
id_5504,48,blue-collar,married,primary,no,6211,yes,no,cellular,11,may,895,1,0,unknown,0
id_22314,29,student,single,unknown,no,1585,yes,no,unknown,20,may,886,1,0,unknown,0
id_7487,,admin.,single,secondary,no,3030,yes,no,cellular,18,may,888,6,0,unknown,0
id_34971,38,blue-collar,married,secondary,no,1816,yes,no,unknown,21,may,885,1,0,unknown,0
id_34504,33,services,married,secondary,no,45,yes,no,unknown,8,may,898,4,0,unknown,0
id_22514,32,technician,divorced,tertiary,no,3629,no,no,cellular,18,aug,796,2,0,unknown,0
id_25256,41,blue-collar,married,secondary,no,-838,yes,yes,cellular,16,jul,829,2,0,unknown,1
id_13657,49,technician,married,secondary,no,199,yes,no,unknown,15,may,891,1,0,unknown,0
id_16933,32,management,single,tertiary,no,26572,no,no,cellular,18,nov,704,1,0,unknown,0
id_24957,32,blue-collar,married,primary,yes,-277,yes,yes,unknown,27,may,879,1,0,unknown,0
id_30549,35,blue-collar,married,primary,no,15476,no,no,unknown,20,jun,855,2,0,unknown,0
id_7233,47,management,married,tertiary,no,83,yes,no,cellular,14,may,892,5,1,other,1
id_9447,50,self-employed,single,tertiary,no,23,yes,no,cellular,18,nov,704,1,1,failure,0
id_15827,51,housemaid,married,primary,no,435,yes,yes,unknown,18,jun,857,3,0,unknown,0
id_27592,45,management,single,secondary,no,-242,yes,no,unknown,5,may,901,2,0,unknown,0
id_10093,49,housemaid,married,primary,no,3371,no,no,unknown,9,jun,866,3,0,unknown,0
id_38258,32,admin.,divorced,secondary,no,718,no,no,cellular,2,feb,993,1,0,unknown,0
id_301,38,retired,single,secondary,no,1730,yes,no,cellular,12,may,894,2,4,failure,0
id_17443,37,management,single,tertiary,no,-1,no,yes,cellular,18,nov,704,1,4,failure,0
id_22874,40,blue-collar,married,secondary,no,234,yes,no,unknown,5,jun,870,7,0,unknown,0
id_43654,47,management,married,tertiary,no,493,yes,no,cellular,6,may,900,1,1,failure,0
id_20924,49,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,jun,872,1,0,unknown,0
id_14699,29,management,married,tertiary,no,1173,no,no,cellular,20,aug,794,4,0,unknown,0
id_21600,50,services,married,secondary,no,2406,yes,no,cellular,13,may,893,4,2,failure,0
id_2510,28,self-employed,single,tertiary,no,165,no,no,cellular,30,jul,815,4,0,unknown,0
id_4237,50,blue-collar,married,primary,no,-642,yes,yes,cellular,19,nov,703,2,0,unknown,0
id_34588,35,admin.,single,tertiary,no,3376,no,no,cellular,20,nov,702,3,0,unknown,0
id_42865,35,admin.,single,secondary,no,1781,yes,no,unknown,21,may,885,2,0,unknown,0
id_10573,40,technician,divorced,secondary,no,613,yes,no,cellular,28,jul,817,5,0,unknown,0
id_26906,38,technician,married,secondary,no,1228,no,no,cellular,18,nov,704,1,0,unknown,0
id_15041,,admin.,married,tertiary,no,959,yes,no,unknown,28,may,878,4,0,unknown,0
id_42391,22,student,single,secondary,no,248,no,no,unknown,5,sep,778,1,0,unknown,0
id_38895,36,admin.,divorced,secondary,no,247,yes,no,unknown,16,may,890,2,0,unknown,0
id_45016,43,management,married,tertiary,no,1238,yes,no,cellular,6,aug,808,6,0,unknown,0
id_17171,33,self-employed,married,secondary,no,97,no,no,cellular,27,aug,787,15,0,unknown,0
id_1634,40,services,divorced,secondary,no,957,no,yes,cellular,22,jul,823,4,0,unknown,0
id_13397,43,blue-collar,married,secondary,no,1924,yes,no,cellular,19,nov,703,1,0,unknown,0
id_3770,27,management,married,tertiary,no,133,yes,yes,unknown,15,may,891,2,0,unknown,0
id_36883,53,management,married,tertiary,no,5258,no,yes,cellular,25,jul,820,3,0,unknown,0
id_18721,35,management,single,tertiary,no,549,yes,no,cellular,6,aug,808,3,0,unknown,0
id_2048,38,housemaid,married,secondary,no,-5,no,no,cellular,15,jul,830,7,0,unknown,0
id_19707,28,services,married,secondary,no,67,no,no,unknown,20,may,886,3,0,unknown,0
id_45111,,admin.,married,secondary,no,-241,yes,no,cellular,22,jul,823,5,0,unknown,0
id_32458,77,retired,married,primary,no,29337,no,no,cellular,15,mar,952,1,2,other,1
id_29768,18,technician,single,secondary,no,64,yes,no,cellular,7,may,899,1,0,unknown,0
id_35804,33,blue-collar,married,secondary,no,1260,yes,no,cellular,20,apr,916,3,7,failure,0
id_22914,59,services,married,secondary,no,598,yes,no,cellular,3,feb,992,7,5,other,0
id_31823,37,blue-collar,married,secondary,no,3593,no,no,unknown,6,jun,869,1,0,unknown,0
id_21334,30,technician,single,tertiary,no,4435,no,no,telephone,18,nov,704,4,0,unknown,0
id_35182,42,management,married,tertiary,no,-1609,yes,no,unknown,20,jun,855,18,0,unknown,0
id_4811,59,retired,married,secondary,no,253,no,no,cellular,7,aug,807,4,0,unknown,0
id_41071,29,technician,married,tertiary,no,522,yes,yes,unknown,26,jun,849,3,0,unknown,1
id_44090,56,blue-collar,married,secondary,no,1294,yes,no,unknown,5,may,901,1,0,unknown,0
id_36046,54,technician,married,secondary,no,-2,yes,yes,unknown,14,may,892,2,0,unknown,0
id_19118,,unemployed,married,secondary,no,769,yes,no,unknown,14,may,892,1,0,unknown,0
id_9969,60,management,married,tertiary,no,2143,yes,no,cellular,4,feb,991,2,3,failure,0
id_7481,33,technician,divorced,tertiary,no,2553,no,no,unknown,5,may,901,2,0,unknown,0
id_34358,42,management,married,tertiary,no,1165,no,no,cellular,11,aug,803,5,0,unknown,0
id_32857,40,retired,married,secondary,no,524,yes,no,unknown,20,may,886,13,0,unknown,0
id_32132,44,admin.,married,primary,no,-92,no,yes,cellular,28,jul,817,5,0,unknown,0
id_25448,41,blue-collar,single,primary,no,96,no,no,cellular,30,jul,815,2,0,unknown,0
id_10983,59,entrepreneur,married,primary,no,220,no,no,cellular,18,nov,704,1,0,unknown,0
id_11258,41,blue-collar,married,primary,no,298,no,no,unknown,30,may,876,6,0,unknown,0
id_18333,32,blue-collar,married,secondary,no,1,yes,no,cellular,8,may,898,1,2,failure,0
id_6676,29,blue-collar,married,primary,no,0,yes,no,telephone,15,jul,830,7,0,unknown,0
id_43646,36,management,married,tertiary,no,974,yes,yes,cellular,21,nov,701,9,0,unknown,0
id_21580,33,management,single,tertiary,no,29,yes,no,unknown,21,may,885,2,0,unknown,0
id_2587,41,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,815,2,0,unknown,1
id_28020,23,technician,single,secondary,no,10,yes,no,cellular,22,jul,823,2,0,unknown,0
id_20422,29,admin.,single,secondary,no,350,yes,no,unknown,27,may,879,3,0,unknown,0
id_30048,,technician,single,tertiary,no,179,yes,no,unknown,8,may,898,1,0,unknown,0
id_13683,34,management,married,secondary,no,30,no,no,cellular,21,aug,793,4,0,unknown,0
id_18319,42,technician,married,secondary,no,316,no,no,cellular,25,may,881,7,0,unknown,1
id_43786,43,services,single,secondary,no,762,no,yes,cellular,21,nov,701,1,0,unknown,0
id_315,32,technician,married,tertiary,no,1807,yes,no,cellular,17,apr,919,2,0,unknown,0
id_30082,34,blue-collar,single,secondary,no,181,yes,no,cellular,8,may,898,2,0,unknown,0
id_17119,67,entrepreneur,married,tertiary,no,15263,no,no,cellular,17,aug,797,2,0,unknown,0
id_21760,42,technician,married,secondary,no,-2,yes,yes,unknown,3,jun,872,3,0,unknown,0
id_13412,29,technician,single,secondary,no,541,yes,no,unknown,13,may,893,1,0,unknown,0
id_31059,30,blue-collar,married,primary,no,745,yes,yes,unknown,3,jun,872,1,0,unknown,0
id_18911,30,technician,single,secondary,no,-124,yes,no,unknown,9,may,897,3,0,unknown,0
id_34513,27,technician,single,secondary,no,-247,no,yes,cellular,22,jul,823,1,0,unknown,0
id_43327,42,technician,married,secondary,no,268,no,yes,cellular,12,aug,802,3,0,unknown,0
id_38375,54,management,married,tertiary,no,147,no,yes,cellular,24,jul,821,3,0,unknown,0
id_40347,35,management,married,tertiary,no,1789,yes,no,cellular,28,jun,847,3,2,other,0
id_25446,46,management,married,tertiary,no,408,no,yes,cellular,31,jul,814,4,0,unknown,0
id_18459,53,blue-collar,divorced,primary,no,289,no,yes,cellular,20,nov,702,1,0,unknown,0
id_38012,31,blue-collar,single,primary,no,210,yes,no,cellular,13,may,893,3,0,unknown,0
id_16198,63,entrepreneur,married,primary,no,2282,no,no,telephone,1,sep,782,1,0,unknown,0
id_23516,25,services,single,tertiary,no,2940,yes,no,cellular,23,jul,822,2,0,unknown,0
id_40250,42,management,married,unknown,no,5169,yes,no,unknown,29,may,877,3,0,unknown,0
id_31247,42,blue-collar,married,secondary,no,493,yes,no,unknown,5,may,901,2,0,unknown,0
id_42297,25,technician,married,secondary,no,373,no,yes,cellular,8,jul,837,4,0,unknown,1
id_22407,36,services,single,secondary,no,3075,no,no,cellular,29,jan,997,1,0,unknown,0
id_4551,54,technician,married,secondary,no,315,no,no,cellular,6,feb,989,8,3,other,0
id_5212,33,admin.,divorced,secondary,no,3,no,yes,cellular,14,jul,831,2,0,unknown,0
id_40151,36,blue-collar,single,secondary,no,471,yes,no,unknown,21,may,885,1,0,unknown,0
id_25863,24,admin.,married,tertiary,no,906,no,no,cellular,2,nov,720,1,1,success,0
id_1379,33,services,married,secondary,no,142,yes,no,cellular,2,feb,993,1,2,other,0
id_18056,40,entrepreneur,married,tertiary,no,2064,yes,no,cellular,15,may,891,7,0,unknown,0
id_27950,33,management,married,tertiary,no,4360,no,no,cellular,31,jul,814,6,0,unknown,0
id_1177,35,technician,single,secondary,no,269,yes,no,unknown,30,may,876,9,0,unknown,0
id_38887,24,student,single,secondary,no,1959,no,no,cellular,4,jun,871,1,0,unknown,0
id_15054,26,blue-collar,divorced,secondary,no,4,yes,no,unknown,19,may,887,3,0,unknown,0
id_2269,43,blue-collar,married,primary,no,480,yes,no,cellular,7,jul,838,3,0,unknown,0
id_24402,54,blue-collar,married,secondary,no,6652,yes,no,cellular,19,aug,795,8,0,unknown,0
id_22877,54,management,married,tertiary,no,170,yes,no,telephone,7,apr,929,1,0,unknown,0
